序号,标题,链接,创建时间,状态,标签
3563,double free error when running MonetDBe Example,https://github.com/MonetDB/MonetDB/issues/7070,2021-02-28T08:36:15Z,CLOSED,['bug']
3564,Inconsistent Results using CTEs in Large Queries,https://github.com/MonetDB/MonetDB/issues/7075,2021-03-12T00:06:00Z,CLOSED,['bug']
3565,mserver5 ignores memory.low from cgroups v2,https://github.com/MonetDB/MonetDB/issues/7076,2021-03-12T13:53:30Z,CLOSED,['bug']
3566,Oct2020: new default privileges not effectively communicated,https://github.com/MonetDB/MonetDB/issues/7077,2021-03-15T15:05:54Z,CLOSED,['bug']
3567,WITH table AS... UPDATE ignores the WHERE conditions on table,https://github.com/MonetDB/MonetDB/issues/7079,2021-03-16T14:00:35Z,CLOSED,['bug']
3568,Attempt to allocate too much space in UPDATE query,https://github.com/MonetDB/MonetDB/issues/7081,2021-03-19T10:31:35Z,CLOSED,['bug']
3569,MonetDBe C++ Compiling Error ,https://github.com/MonetDB/MonetDB/issues/7083,2021-03-22T09:53:42Z,CLOSED,['bug']
3570,Mitosis and filter functions,https://github.com/MonetDB/MonetDB/issues/7085,2021-03-23T14:58:32Z,CLOSED,['bug']
3571,SIGSEGV caused by error in subquery's function being ignored by top-level query,https://github.com/MonetDB/MonetDB/issues/7087,2021-03-24T15:09:35Z,CLOSED,['bug']
3572,Data consistency problem of query results in the latest release of Monetdb (Remote Table),https://github.com/MonetDB/MonetDB/issues/7089,2021-03-26T03:49:38Z,CLOSED,['bug']
3573,`current_schema` not in sys.keywords,https://github.com/MonetDB/MonetDB/issues/7093,2021-03-30T12:45:13Z,CLOSED,['bug']
3574,Drop remote tables in transactions and rollback,https://github.com/MonetDB/MonetDB/issues/7094,2021-03-30T19:27:10Z,CLOSED,['bug']
3575,SQL is not returning the column name properly - Monet SP3 Oct 2020 11.39.13 version Bug,https://github.com/MonetDB/MonetDB/issues/7095,2021-04-02T13:45:25Z,CLOSED,['bug']
3576,DEBUG SQL statement broken,https://github.com/MonetDB/MonetDB/issues/7096,2021-04-03T21:15:02Z,CLOSED,['bug']
3577,Monetdbe NTILE function does not produce correct ordering,https://github.com/MonetDB/MonetDB/issues/7104,2021-04-15T16:24:50Z,CLOSED,['bug']
3578,Inconsistent constant parsing,https://github.com/MonetDB/MonetDB/issues/7107,2021-04-19T10:04:44Z,OPEN,['bug']
3579,Monetdb crashes on query execution,https://github.com/MonetDB/MonetDB/issues/7108,2021-04-20T16:38:00Z,CLOSED,['bug']
3580,MERGE Statement incorrectly reports that input relation matches multiple rows,https://github.com/MonetDB/MonetDB/issues/7109,2021-04-21T16:28:34Z,CLOSED,['bug']
3581,Monetdb Query parsing consistency issues in the latest release (Remote Table),https://github.com/MonetDB/MonetDB/issues/7110,2021-04-22T07:34:00Z,CLOSED,['bug']
3582,Jul2021: ParseException while upgrading Oct2020 database,https://github.com/MonetDB/MonetDB/issues/7115,2021-05-03T15:36:44Z,CLOSED,['bug']
3583,Jul2021: Cannot create filter functions,https://github.com/MonetDB/MonetDB/issues/7116,2021-05-03T16:05:03Z,CLOSED,['bug']
3584,MonetDB Round Function issues in the latest release,https://github.com/MonetDB/MonetDB/issues/7125,2021-05-11T06:52:28Z,CLOSED,['bug']
3585,"The ""lower"" and ""upper"" functions doesn't work for Cyrillic alphabet",https://github.com/MonetDB/MonetDB/issues/7126,2021-05-17T12:25:58Z,CLOSED,['bug']
3586,"Bug report: ""write error on stream"" that results in mclient crash",https://github.com/MonetDB/MonetDB/issues/7127,2021-05-17T12:39:48Z,CLOSED,['bug']
3587,"Bug report: strange error message ""Subquery result missing"" ",https://github.com/MonetDB/MonetDB/issues/7128,2021-05-17T12:56:23Z,CLOSED,['bug']
3588,Bug report: TypeException:user.main[19]:'batcalc.between' undefined,https://github.com/MonetDB/MonetDB/issues/7129,2021-05-17T13:13:48Z,CLOSED,['bug']
3589,Bug report: TypeException:user.main[396]:'algebra.join' undefined,https://github.com/MonetDB/MonetDB/issues/7130,2021-05-17T13:59:37Z,CLOSED,['bug']
3590,Bug report: TypeException:user.main[273]:'bat.append' undefined,https://github.com/MonetDB/MonetDB/issues/7131,2021-05-20T12:37:51Z,CLOSED,['bug']
3591,WITH <alias> ( SELECT x ) DELETE FROM ... deletes wrong tuples,https://github.com/MonetDB/MonetDB/issues/7133,2021-05-25T12:31:09Z,CLOSED,['bug']
3592,MERGE statement is deleting rows if the column is set as NOT NULL even though it should not,https://github.com/MonetDB/MonetDB/issues/7136,2021-05-31T14:30:32Z,CLOSED,['bug']
3593,Segmentation fault while loading data,https://github.com/MonetDB/MonetDB/issues/7137,2021-06-01T18:08:33Z,CLOSED,['bug']
3594,Monetdb Python UDF crashes because of null aggr_group_arr,https://github.com/MonetDB/MonetDB/issues/7138,2021-06-04T10:52:53Z,CLOSED,['bug']
3595,SQL Query Plan Non Optimal with View,https://github.com/MonetDB/MonetDB/issues/7140,2021-06-08T21:47:32Z,CLOSED,['bug']
3596,COUNT(DISTINCT col) does not calculate correctly distinct values,https://github.com/MonetDB/MonetDB/issues/7141,2021-06-11T07:37:09Z,CLOSED,['bug']
3597,Aggregates returning tables should not be allowed,https://github.com/MonetDB/MonetDB/issues/7142,2021-06-11T09:29:41Z,CLOSED,['bug']
3598,Type up-casting (INT to BIGINT) doesn't always happen automatically,https://github.com/MonetDB/MonetDB/issues/7144,2021-06-24T08:42:26Z,CLOSED,['bug']
3599,Query produces this error: !ERROR: Could not find %102.%102,https://github.com/MonetDB/MonetDB/issues/7146,2021-06-24T21:53:45Z,CLOSED,['bug']
3600,Internal error occurs and is not shown on the screen,https://github.com/MonetDB/MonetDB/issues/7147,2021-06-25T18:32:08Z,CLOSED,['bug']
3601,Select distinct is not working correctly,https://github.com/MonetDB/MonetDB/issues/7148,2021-06-25T18:41:22Z,CLOSED,['bug']
3602,Insertion is too slow,https://github.com/MonetDB/MonetDB/issues/7151,2021-07-08T09:56:48Z,CLOSED,['bug']
3603,Occasional dbfarm corruption upon database restart,https://github.com/MonetDB/MonetDB/issues/7152,2021-07-09T12:02:27Z,CLOSED,['bug']
3604,System UDFs lose their indentation - Python functions broken,https://github.com/MonetDB/MonetDB/issues/7153,2021-07-12T16:57:09Z,CLOSED,['bug']
3605,Python aggregate UDF returns garbage when run on empty table,https://github.com/MonetDB/MonetDB/issues/7158,2021-07-16T11:57:47Z,CLOSED,['bug']
3606,Multiple sql.mvc() invocations in the same query,https://github.com/MonetDB/MonetDB/issues/7163,2021-08-05T09:01:10Z,CLOSED,['bug']
3607,`JOINIDX: missing '.'` when running distributed join query on merged remote tables,https://github.com/MonetDB/MonetDB/issues/7165,2021-08-10T17:15:55Z,CLOSED,['bug']
3608,sys.shutdown() problems,https://github.com/MonetDB/MonetDB/issues/7167,2021-08-19T13:04:34Z,CLOSED,['bug']
3609,Loosing the documentation,https://github.com/MonetDB/MonetDB/issues/7168,2021-08-20T18:55:33Z,CLOSED,['bug']
3610,Unexpected query result with merge tables,https://github.com/MonetDB/MonetDB/issues/7172,2021-08-31T13:13:43Z,CLOSED,['bug']
3611,If truncate is in transaction then after restart of MonetDB the table is empty,https://github.com/MonetDB/MonetDB/issues/7173,2021-09-03T07:32:55Z,CLOSED,['bug']
3612,Remote Table Throws Error - createExceptionInternal: !ERROR: SQLException:RAstatement2:42000!The number of projections don't match between the generated plan and the expected one: 1 != 1200,https://github.com/MonetDB/MonetDB/issues/7178,2021-09-22T05:57:48Z,CLOSED,['bug']
3613,GROUP BY-subquery crashes MonetDb,https://github.com/MonetDB/MonetDB/issues/7180,2021-09-29T14:53:17Z,CLOSED,['bug']
3614,"Queries against sys.querylog_catalog, sys.querylog_calls or sys.querylog_history fail after restore of a db created using call sys.hot_snapshot(R'\path\file.tar');",https://github.com/MonetDB/MonetDB/issues/7182,2021-10-07T15:55:06Z,CLOSED,['bug']
3615,Insert into query blocks all other queries,https://github.com/MonetDB/MonetDB/issues/7184,2021-10-12T07:40:50Z,CLOSED,['bug']
3616,GROUPING SETS on groups with aliases provided in the SELECT returns empty result,https://github.com/MonetDB/MonetDB/issues/7185,2021-10-12T11:42:44Z,CLOSED,['bug']
3617,data files created with COPY SELECT .. INTO 'file.csv' fail to be loaded using COPY INTO .. FROM 'file.csv' when double quoted string data contains the field values delimiter character,https://github.com/MonetDB/MonetDB/issues/7186,2021-10-14T13:58:00Z,CLOSED,['bug']
3618,[MonetDBe] monetdbe_cleanup_statement() with bound NULLs on variable-sized types bug,https://github.com/MonetDB/MonetDB/issues/7191,2021-11-01T15:37:19Z,CLOSED,['bug']
3619,Equality selection gives wrong result because of corrupt hash table,https://github.com/MonetDB/MonetDB/issues/7192,2021-11-02T13:06:50Z,CLOSED,['bug']
3620,BATproject2: does not match always,https://github.com/MonetDB/MonetDB/issues/7196,2021-11-18T02:41:22Z,CLOSED,['bug']
3621,Suboptimal query plan for query containing JSON access filter and two negative string comparisons,https://github.com/MonetDB/MonetDB/issues/7198,2021-11-19T12:31:45Z,CLOSED,['bug']
3622,PRIMARY KEY unique constraint is violated with concurrent inserts,https://github.com/MonetDB/MonetDB/issues/7200,2021-11-22T16:12:31Z,CLOSED,['bug']
3623,Selection of a subquery with a LEFT JOIN returns the wrong result set,https://github.com/MonetDB/MonetDB/issues/7201,2021-11-22T16:12:46Z,CLOSED,['bug']
3624,DISTINCT does not work when sorting by additional columns,https://github.com/MonetDB/MonetDB/issues/7202,2021-11-22T16:12:50Z,CLOSED,['bug']
3625,Python UDF fails when returning an empty table as a dictionary,https://github.com/MonetDB/MonetDB/issues/7206,2021-11-25T16:07:16Z,CLOSED,['bug']
3626,ODBC Driver SQLStatistics returns duplicate rows/rows for other tables,https://github.com/MonetDB/MonetDB/issues/7215,2022-01-08T04:19:05Z,CLOSED,['bug']
3627,Invalid memory access when extending a BAT during appends,https://github.com/MonetDB/MonetDB/issues/7225,2022-01-16T11:20:34Z,CLOSED,['bug']
3628,"Date calculations, bug or feature",https://github.com/MonetDB/MonetDB/issues/7227,2022-01-21T12:43:19Z,CLOSED,['bug']
3629,"COMMIT: transaction is aborted because of concurrency conflicts, will ROLLBACK instead",https://github.com/MonetDB/MonetDB/issues/7228,2022-01-21T16:15:27Z,CLOSED,['bug']
3630,Prepared statement of INSERT with SELECT fails when types difer,https://github.com/MonetDB/MonetDB/issues/7230,2022-01-26T16:13:28Z,CLOSED,['bug']
3631,False conflicts when inserting in a not null field,https://github.com/MonetDB/MonetDB/issues/7232,2022-01-28T12:50:20Z,CLOSED,['bug']
3632,Geom broken/non-conformant functions,https://github.com/MonetDB/MonetDB/issues/7236,2022-02-02T15:15:08Z,OPEN,['bug']
3633,SELECT with concurrent writes sometimes returns corrupt data,https://github.com/MonetDB/MonetDB/issues/7237,2022-02-02T20:07:12Z,CLOSED,['bug']
3634,"query with system function: ""index""(varchar, boolean) fails with GDK error or assertion failure.",https://github.com/MonetDB/MonetDB/issues/7238,2022-02-03T18:47:41Z,CLOSED,['bug']
3635,Replacing a view by a query on the view itself crashes the server.,https://github.com/MonetDB/MonetDB/issues/7241,2022-02-04T15:57:44Z,CLOSED,['bug']
3636,"monetdbe silently importing 0 rows, at random",https://github.com/MonetDB/MonetDB/issues/7245,2022-02-09T05:13:04Z,CLOSED,['bug']
3637,Segmentation fault on second run,https://github.com/MonetDB/MonetDB/issues/7252,2022-02-17T14:02:36Z,CLOSED,['bug']
3638,Extremely slow INSERT INTO <table> SELECT,https://github.com/MonetDB/MonetDB/issues/7253,2022-02-18T13:12:12Z,CLOSED,['bug']
3639,Commit with deletions is very slow,https://github.com/MonetDB/MonetDB/issues/7254,2022-02-18T18:26:08Z,CLOSED,['bug']
3640,PRIMARY KEY constraint is not persistent through server restarts,https://github.com/MonetDB/MonetDB/issues/7263,2022-03-07T13:06:53Z,CLOSED,['bug']
3641,COPY INTO Not Reading in all records of fixed width delimited file,https://github.com/MonetDB/MonetDB/issues/7265,2022-03-07T20:34:44Z,CLOSED,['bug']
3642,Update after delete does not update some rows,https://github.com/MonetDB/MonetDB/issues/7267,2022-03-10T15:19:36Z,CLOSED,['bug']
3643,Missed rewrite to bulk operators in simple SQL UDF ,https://github.com/MonetDB/MonetDB/issues/7272,2022-03-20T12:07:40Z,CLOSED,['bug']
3644,"Concurrent reads and writes causes ""BATproject2: does not match always"" error",https://github.com/MonetDB/MonetDB/issues/7273,2022-03-21T18:33:53Z,CLOSED,['bug']
3645,Aggregate function ST_Collect crashes mserver5,https://github.com/MonetDB/MonetDB/issues/7274,2022-03-22T14:30:12Z,CLOSED,['bug']
3646,BUG when there is more than one field/filter in the having clause,https://github.com/MonetDB/MonetDB/issues/7278,2022-03-29T20:17:27Z,CLOSED,['bug']
3647,UDFs defined at compile time in a user schema should not become system functions,https://github.com/MonetDB/MonetDB/issues/7281,2022-04-06T09:05:03Z,CLOSED,['bug']
3648,call sys.dump_table_data(); fails,https://github.com/MonetDB/MonetDB/issues/7282,2022-04-06T22:56:46Z,CLOSED,['bug']
3649,C-UDFs: aggr_group.count has wrong value (number of input rows instead of number of groups).,https://github.com/MonetDB/MonetDB/issues/7285,2022-04-11T14:33:13Z,CLOSED,['bug']
3650,"Make EXPLAIN, PLAN, etc. work in MonetDBe",https://github.com/MonetDB/MonetDB/issues/7292,2022-05-16T15:13:37Z,OPEN,['bug']
3651,Parsing partial dates behaves unpredictable,https://github.com/MonetDB/MonetDB/issues/7297,2022-05-30T09:32:09Z,CLOSED,['bug']
3652,Irresponsive database server after reading incomplete SQL script.,https://github.com/MonetDB/MonetDB/issues/7298,2022-06-02T08:02:28Z,CLOSED,['bug']
3653,Query planner unable to optimize filter push-down,https://github.com/MonetDB/MonetDB/issues/7301,2022-06-09T18:09:45Z,CLOSED,['bug']
3654,ODBC Driver Assertion `stmt->Dbc->FirstStmt' Failed ,https://github.com/MonetDB/MonetDB/issues/7306,2022-06-19T01:18:36Z,CLOSED,['bug']
3655,Race condition in MVCC transaction management,https://github.com/MonetDB/MonetDB/issues/7308,2022-06-23T11:15:17Z,CLOSED,['bug']
3656,distinct in a subquery not working properly,https://github.com/MonetDB/MonetDB/issues/7318,2022-08-22T10:25:23Z,CLOSED,['bug']
3657,ODBC Driver does not correctly report ::SQLForeignKeys update or delete rule,https://github.com/MonetDB/MonetDB/issues/7322,2022-08-26T18:54:04Z,CLOSED,['bug']
3658,SQL insert statement syntax error,https://github.com/MonetDB/MonetDB/issues/7327,2022-09-23T00:07:41Z,CLOSED,['bug']
3659,Creating temporary table fails after reconnect,https://github.com/MonetDB/MonetDB/issues/7330,2022-10-18T09:50:17Z,CLOSED,['bug']
3660,DLLs fail to load on Windows with accented characters in path,https://github.com/MonetDB/MonetDB/issues/7333,2022-11-02T08:26:29Z,CLOSED,['bug']
3661,Selecting from a literal-value table returns wrong values,https://github.com/MonetDB/MonetDB/issues/7336,2022-11-04T16:51:42Z,CLOSED,['bug']
3662,MonetDB corrupted state after SIGKILL,https://github.com/MonetDB/MonetDB/issues/7339,2022-11-10T13:54:28Z,CLOSED,['bug']
3663,column which datatype is double couldn't group or aggregation in version 11.45.7,https://github.com/MonetDB/MonetDB/issues/7342,2022-11-16T01:21:52Z,CLOSED,['bug']
3664,GDKmmap requesting 0 virtual memory,https://github.com/MonetDB/MonetDB/issues/7343,2022-11-30T15:21:21Z,CLOSED,['bug']
3665,Database upgrade failure due to user object dependency on system procedure,https://github.com/MonetDB/MonetDB/issues/7344,2022-12-01T15:38:34Z,CLOSED,['bug']
3666,A bug where an exception occurs even though it is a query with normal syntax (Merge Table),https://github.com/MonetDB/MonetDB/issues/7347,2022-12-22T01:17:04Z,CLOSED,['bug']
3667,INTERVAL SECOND columns become incorrect when an INTERVAL HOUR column is present,https://github.com/MonetDB/MonetDB/issues/7353,2023-01-27T12:52:13Z,CLOSED,['bug']
3668,50% performance degradation from 11.39 to 11.41,https://github.com/MonetDB/MonetDB/issues/7359,2023-02-23T14:44:12Z,CLOSED,['bug']
3669,Aggregates returning string crash,https://github.com/MonetDB/MonetDB/issues/7360,2023-03-12T16:46:16Z,CLOSED,['bug']
3670,"Table data is lost on DB restart, but only when a table has 2147483647 or more rows.",https://github.com/MonetDB/MonetDB/issues/7361,2023-03-18T22:48:26Z,CLOSED,['bug']
3671,timestamp_to_str function not aware of timezone,https://github.com/MonetDB/MonetDB/issues/7370,2023-05-04T11:53:36Z,CLOSED,['bug']
3672,Different date and time returns,https://github.com/MonetDB/MonetDB/issues/7374,2023-05-19T18:51:11Z,CLOSED,['bug']
3673,Concurrency Issue: Second Python UDF Awaits Completion of First UDF,https://github.com/MonetDB/MonetDB/issues/7376,2023-05-31T14:45:39Z,CLOSED,['bug']
3674,MonetDB server crashes at sql_trans_copy_key,https://github.com/MonetDB/MonetDB/issues/7378,2023-06-16T15:58:24Z,CLOSED,['bug']
3675,MonetDB server 11.46.0 crashes at cs_bind_ubat,https://github.com/MonetDB/MonetDB/issues/7379,2023-06-16T16:52:13Z,CLOSED,['bug']
3676,MonetDB server 11.46.0 crashes at `BLOBcmp`,https://github.com/MonetDB/MonetDB/issues/7380,2023-06-16T16:57:43Z,CLOSED,['bug']
3677,MonetDB server 11.46.0 crashes at `log_create_delta`,https://github.com/MonetDB/MonetDB/issues/7381,2023-06-16T17:04:12Z,CLOSED,['bug']
3678,MonetDB server 11.46.0 crashes at `gc_col`,https://github.com/MonetDB/MonetDB/issues/7382,2023-06-16T17:28:01Z,CLOSED,['bug']
3679,MonetDB server 11.46.0 crashes at `list_append`,https://github.com/MonetDB/MonetDB/issues/7383,2023-06-16T17:58:27Z,CLOSED,['bug']
