序号,MySQL中ID,链接,创建日期,最近更新,类型,状态,严重性,版本,操作系统,CPU架构,摘要
509,108501,https://bugs.mysql.com/bug.php?id=108501,2022-09-15 23:09:00,2024-01-17 17:41:00,MySQL Server: Performance Schema,Closed(673 days),S2,8.0.21,Linux,Any,Add return value check for sanitize_table_share()
510,108497,https://bugs.mysql.com/bug.php?id=108497,2022-09-15 15:00:00,2022-11-15 13:15:00,Shell Dump & Load,Closed(1043 days),S3,8.0.30,Any,Any,mysqlshell: util.exportTable does not include bucket information in output
511,108495,https://bugs.mysql.com/bug.php?id=108495,2022-09-15 14:35:00,2022-12-05 10:44:00,Shell Dump & Load,Closed(1023 days),S3,8.0.30,Any,Any,mysqlsh S3 utilitiy validation does not accept temp creds/roles
512,108448,https://bugs.mysql.com/bug.php?id=108448,2022-09-09 12:42:00,2023-03-06 16:44:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(932 days),S3,8.0.30,Any,Any,NdbSpin_Init calculates wrong number of loops in NdbSpin
513,108431,https://bugs.mysql.com/bug.php?id=108431,2022-09-08 14:09:00,2025-06-30 08:45:00,Connector / ODBC,Closed(85 days),S1,8.0.30,Any,Any,Empty TEXT columns not read correctly in Connector/ODBC
514,108426,https://bugs.mysql.com/bug.php?id=108426,2022-09-08 12:36:00,2022-12-06 11:06:00,Shell AdminAPI InnoDB Cluster / ReplicaSet,Closed(1022 days),S3,8.0.30,Any,Any,Adding instance to a new replica cluster under load results in errors
515,108424,https://bugs.mysql.com/bug.php?id=108424,2022-09-08 11:57:00,2022-09-08 16:49:00,MySQL Server: DDL,Closed(1111 days),S3,5.7,Any,Any,create table bug
516,108422,https://bugs.mysql.com/bug.php?id=108422,2022-09-08 08:42:00,2022-12-03 10:50:00,MySQL Server: Replication,Closed(1025 days),S3,8.0.30,Any,Any,"Old terminology ""START SLAVE"" is still in Error/Warning messages."
517,108419,https://bugs.mysql.com/bug.php?id=108419,2022-09-07 18:13:00,2022-12-21 15:21:00,Connector / J,Closed(1007 days),S3,8.0,Any,Any,"Contribution: Recognize \""ON DUPLICATE KEY UPDATE\"" in \""INSERT SET\"" State ..."
518,108415,https://bugs.mysql.com/bug.php?id=108415,2022-09-07 13:47:00,2024-10-15 15:11:00,Connector / J,Closed(351 days),S3,8.0.30,Any,Any,NullPointerException in AbstractQuery::stopQueryTimer
519,108414,https://bugs.mysql.com/bug.php?id=108414,2022-09-07 13:24:00,2022-12-20 21:11:00,Connector / J,Closed(1008 days),S3,"8.0.29, 8.0.30",Any,Any,Malformed packet generation for `COM_STMT_EXECUTE`
520,108396,https://bugs.mysql.com/bug.php?id=108396,2022-09-06 09:15:00,2025-01-16 19:45:00,MySQL Server: DML,Closed(250 days),S3,8.0.26,Linux,x86,ERROR 1712 (HY000): Index PRIMARY is corrupted
521,108374,https://bugs.mysql.com/bug.php?id=108374,2022-09-03 06:38:00,2022-09-03 07:04:00,MySQL Server: General,Closed(1116 days),S3,8.0.26,Other (Rocky 9),x86,simple float type sum calculations produce unexpected results
522,108360,https://bugs.mysql.com/bug.php?id=108360,2022-09-01 13:00:00,2022-12-06 10:33:00,MySQL Router,Closed(1022 days),S3,8.0.30,Red Hat (el7-based (Amazon Linux 2)),Any,mysqlrouter logrotate not sending HUP
523,108355,https://bugs.mysql.com/bug.php?id=108355,2022-08-31 16:44:00,2022-10-16 13:46:00,Connector / C++,Closed(1113 days),S3,8.0,Any,Any,Contribution: Fix windows compilation issue in cmake/libutils/save_linker_o ...
524,108341,https://bugs.mysql.com/bug.php?id=108341,2022-08-30 20:51:00,2022-12-07 05:38:00,MySQL Server: Connection Handling,Closed(1025 days),S1,"8.0.30, 8.0.31",Windows (microsoft windows server 2019 standard on vmware),Any (intel(R) XEON(R) CPU E5-2698 v3 @ 2.30GHz),MYSQL80 crashes
525,108339,https://bugs.mysql.com/bug.php?id=108339,2022-08-30 18:16:00,2023-01-25 16:11:00,Shell General / Core Client,Closed(972 days),S2,8.0.30,Any,Any,dba.rebootClusterFromCompleteOutage() hanging
526,108326,https://bugs.mysql.com/bug.php?id=108326,2022-08-30 02:56:00,2022-09-19 11:51:00,MySQL Server: JSON,Closed(1112 days),S3,8.0,Any,Any,confusing result about json value
527,108317,https://bugs.mysql.com/bug.php?id=108317,2022-08-29 11:00:00,2024-12-18 08:29:00,MySQL Server: Clone Plugin,Closed(1096 days),S2,8.0.30,Any,Any,clone_os_copy_file_to_buf partial read handling completely broken
528,108295,https://bugs.mysql.com/bug.php?id=108295,2022-08-26 11:43:00,2022-08-29 12:15:00,MySQL Server: Packaging,Closed(1121 days),S3,8.0,CentOS,Any,mysql80-community-release-el7-6.noarch.rpm has GPG keys in the wrong directory
529,108290,https://bugs.mysql.com/bug.php?id=108290,2022-08-26 02:20:00,2022-10-26 17:13:00,Connector / NET,Closed(1121 days),S3,8.0,Any,Any,Contribution: Fix malformed URL
530,108278,https://bugs.mysql.com/bug.php?id=108278,2022-08-25 02:21:00,2022-08-26 07:00:00,MySQL Server: Group Replication,Closed(1124 days),S2,8.0.29,Any,Any,MGR server hang when  MGR is slave and  relay_log_recovery=1 and group_replicati
531,108271,https://bugs.mysql.com/bug.php?id=108271,2022-08-24 16:12:00,2023-03-09 15:37:00,Connector / J,Closed(929 days),S1,8.0.30,Any,Any,String gets wrong encoding while writing to DB
532,108228,https://bugs.mysql.com/bug.php?id=108228,2022-08-23 01:37:00,2023-04-21 09:55:00,MySQL Router,Closed(889 days),S2,8.0.30,Windows (Server 2022 Core),x86,MySQL Router 8.0.30 crashes on Windows
533,108209,https://bugs.mysql.com/bug.php?id=108209,2022-08-22 00:31:00,2022-12-06 12:18:00,Shell AdminAPI InnoDB Cluster / ReplicaSet,Closed(1022 days),S2,8.0.30,Any,Any,ReplicaSet.status: Failed to execute query on Metadata Illegal mix of collations
534,108202,https://bugs.mysql.com/bug.php?id=108202,2022-08-19 21:58:00,2022-09-02 11:24:00,MySQL Server: DML,Closed(1118 days),S3,"8.0.29, 8.0.30",Any,Any,Temptable views on information_schema fails on filters
535,108196,https://bugs.mysql.com/bug.php?id=108196,2022-08-19 09:43:00,2022-12-14 22:05:00,MySQL Operator,Closed(1014 days),S3,mysql-operator:2.0.5,Any,Any,mysql-operator is unable to start pods by PodSecurityPolicy
536,108195,https://bugs.mysql.com/bug.php?id=108195,2022-08-19 08:21:00,2022-12-20 23:40:00,Connector / J,Closed(1008 days),S3,8.0.30,Any,Any,Connector/J rejects UNION with CTE
537,108189,https://bugs.mysql.com/bug.php?id=108189,2022-08-18 11:11:00,2022-09-13 08:46:00,MySQL Operator,Closed(1106 days),S1,8.0.30-2.0.5,Linux (RHEL 8),x86,MySQL Enterprise Operator 8.0.30-2.0.5 (Patch: 34422216) Shell Version Issue
538,108158,https://bugs.mysql.com/bug.php?id=108158,2022-08-16 18:09:00,2022-08-26 17:15:00,Shell General / Core Client,Closed(1124 days),S3,5.0.30,Any,Any,mysqlsh --passwords-from-stdin not working
539,108145,https://bugs.mysql.com/bug.php?id=108145,2022-08-16 08:13:00,2022-10-21 20:45:00,Connector / Python,Closed(1068 days),S2,8.0.30,Any,Any,MySQLCursor.executemany() fails to correctly identify BULK data loading ops
540,108136,https://bugs.mysql.com/bug.php?id=108136,2022-08-15 01:58:00,2022-08-17 12:20:00,MySQL Server: Optimizer,Closed(1133 days),S3,8.0.29,Any (rhel-7.4),Any (x86-64),NO_SEMIJOIN hint doesn't work
541,108126,https://bugs.mysql.com/bug.php?id=108126,2022-08-12 01:23:00,2023-03-30 12:23:00,Connector / ODBC,Closed(908 days),S3,8.0.29,CentOS,x86,"SQLColumns still use server-side prepared statements, when no_ssps=1 is set"
542,108100,https://bugs.mysql.com/bug.php?id=108100,2022-08-09 18:50:00,2022-08-11 00:34:00,MySQL Server: Compiling,Closed(1139 days),S3,8.0.30,Any,Any,Need assistance with changes to storage engine API for engine condition pushdown
543,108091,https://bugs.mysql.com/bug.php?id=108091,2022-08-08 23:01:00,2022-10-26 17:13:00,Connector / NET,Closed(1134 days),S3,8.0,Any,Any,Contribution: Add PackageLicenseExpression so that NuGet can display it
544,108083,https://bugs.mysql.com/bug.php?id=108083,2022-08-05 18:02:00,2023-01-25 19:31:00,MySQL Operator,Closed(1118 days),S3,8.0,Any,Any,Contribution: Customize Storage Class
545,108076,https://bugs.mysql.com/bug.php?id=108076,2022-08-04 18:31:00,2023-01-25 19:30:00,Connector / Python,Closed(1061 days),S3,8.0.31,Any,Any,Contribution: If extra init_command options are given for the Django connec ...
546,108066,https://bugs.mysql.com/bug.php?id=108066,2022-08-03 16:54:00,2022-08-08 16:22:00,Shell AdminAPI InnoDB Cluster / ReplicaSet,Closed(1145 days),S3,8.0.30,Any,Any,clusterset.status() Attempt to read null value
547,108065,https://bugs.mysql.com/bug.php?id=108065,2022-08-03 15:46:00,2022-09-02 16:49:00,Shell AdminAPI InnoDB Cluster / ReplicaSet,Closed(1117 days),S3,8.0.30,Any,Any,clusterset.rejoinCluster() hangs
548,108064,https://bugs.mysql.com/bug.php?id=108064,2022-08-03 15:06:00,2022-08-22 18:23:00,Shell AdminAPI InnoDB Cluster / ReplicaSet,Closed(1128 days),S1,8.0.30,Any,Any,"forcePrimaryCluster failing, no override"
549,108043,https://bugs.mysql.com/bug.php?id=108043,2022-08-01 10:21:00,2022-10-05 17:01:00,MySQL Cluster: Cluster (NDB) storage engine,Closed(1084 days),S3,8.0.30,Any,Any,Long Message Buffer usage ist constantly increasing
550,108008,https://bugs.mysql.com/bug.php?id=108008,2022-07-28 05:47:00,2022-11-04 14:35:00,MySQL Server: DML,Closed(1054 days),S1,"8.0.23, 8.0.30",Any,Any,mysql window function first_value wrong
551,108005,https://bugs.mysql.com/bug.php?id=108005,2022-07-27 23:26:00,2022-11-28 11:04:00,Shell Upgrade Checker,Closed(1030 days),S3,8.0.30,Any,Any,MySQL Shell does not prevent about orphaned routines
552,107996,https://bugs.mysql.com/bug.php?id=107996,2022-07-27 06:38:00,2024-01-26 08:40:00,MySQL Server: Replication,Closed(944 days),S3,8.0.29,Any,Any,Contribution by Tencent: wrong default value of geometry column
553,107994,https://bugs.mysql.com/bug.php?id=107994,2022-07-27 05:45:00,2022-08-02 00:24:00,MySQL Server: Optimizer,Closed(1148 days),S3,"8.0.23, 8.0.26, 8.0.27, 8.0.28",Any (Amazon RDS),Any,Query optimiser change between 8.0.21 and 8.0.23 changes results
554,107991,https://bugs.mysql.com/bug.php?id=107991,2022-07-27 02:02:00,2025-05-09 10:36:00,MySQL Server: Replication,Closed(202 days),S2,8.0.25,Any,Any,Clone_persist_gtid causes memory leak
555,107982,https://bugs.mysql.com/bug.php?id=107982,2022-07-26 13:50:00,2022-09-07 05:51:00,MySQL Router,Closed(1119 days),S3,8.0.29 - 8.0.30,CentOS,x86,router hangs for big SQL
556,107974,https://bugs.mysql.com/bug.php?id=107974,2022-07-26 10:23:00,2022-07-27 12:01:00,MySQL Package Repos,Closed(1154 days),S2,5.7,SUSE (12SP5),x86,MySQL community 5.7 SLES 12 repo signature verification fails
557,107972,https://bugs.mysql.com/bug.php?id=107972,2022-07-26 07:30:00,2025-06-02 16:20:00,MySQL Server: Optimizer,Closed(113 days),S3,8.0.29,Any,Any,Contribution by Tencent: comment mistake in get_best_ror_intersect
558,107951,https://bugs.mysql.com/bug.php?id=107951,2022-07-23 05:35:00,2022-09-28 11:09:00,MySQL Router,Closed(1091 days),S2,8.0.29,Windows,x86,Execute hangs on stored procedure call through MySQL router 8.0.29
559,107948,https://bugs.mysql.com/bug.php?id=107948,2022-07-22 16:12:00,2022-11-21 19:39:00,MySQL for Windows: Installer,Closed(1037 days),S2,1.6.4,Any,Any,Custom error log path prevents Network Service account from starting server
560,107947,https://bugs.mysql.com/bug.php?id=107947,2022-07-22 16:01:00,2022-08-08 22:19:00,Connector / C++,Closed(1142 days),S3,8.0.30,MacOS,Any (both x86 and ARM),libssl bundled with Connector/C++ is wrongly linked
561,107941,https://bugs.mysql.com/bug.php?id=107941,2022-07-21 19:47:00,2023-09-18 10:34:00,MySQL Server: DDL,Closed(1022 days),S2,8.0,Any,Any,Corruption in 8.0.29 related to instant DDL
562,107858,https://bugs.mysql.com/bug.php?id=107858,2022-07-13 07:14:00,2022-08-22 22:40:00,MySQL Server: InnoDB storage engine,Closed(1128 days),S3,5.7,Any,Any,truncate table not free mutex in  some case
563,107853,https://bugs.mysql.com/bug.php?id=107853,2022-07-13 00:10:00,2022-11-29 09:46:00,MySQL Server: Document Store: MySQL Shell,Closed(1029 days),S3,"5.7.34-37,8.0.28-19, 8.0.29",Linux,x86,Python Shell API Row - extra underscores in property names querying 8.0 servers
564,107841,https://bugs.mysql.com/bug.php?id=107841,2022-07-11 21:59:00,2025-09-09 09:54:00,Connector / Python,Closed(1135 days),S3,8.0,Any,Any,Contribution: Allow mac to use clang for building
565,107822,https://bugs.mysql.com/bug.php?id=107822,2022-07-09 00:37:00,2023-01-25 19:30:00,MySQL Operator,Closed(1084 days),S3,,Any,Any,Contribution: Minor corrections of the docs
566,107820,https://bugs.mysql.com/bug.php?id=107820,2022-07-08 17:35:00,2022-07-18 15:46:00,MySQL Server: Optimizer,Closed(1163 days),S3,"8.0, 8.0.29",Any,Any,Error switch hint parse
567,107816,https://bugs.mysql.com/bug.php?id=107816,2022-07-08 13:55:00,2022-08-08 10:26:00,Connector / ODBC,Closed(1142 days),S3,8.0.28,Linux,Any,Reading SQL_C_UBIGINT with strtoll - truncating values bigger than 7FFFFFFFFFFFF
568,107811,https://bugs.mysql.com/bug.php?id=107811,2022-07-08 10:31:00,2022-07-16 08:43:00,MySQL Server: Prepared statements,Closed(1165 days),S3,8.0.27,Any,Any,Type conversion caused by reprepare would produce wrong results
569,107805,https://bugs.mysql.com/bug.php?id=107805,2022-07-08 00:54:00,2022-07-08 21:20:00,MySQL Server,Closed(1173 days),S3,8.0.26,Linux,x86,ODR violations in binlog_reader
570,107787,https://bugs.mysql.com/bug.php?id=107787,2022-07-06 17:58:00,2022-09-23 18:48:00,MySQL Server: Optimizer,Closed(1096 days),S1,8.0.29,Windows,Any,Incorrect work of query with union in inner select
571,107766,https://bugs.mysql.com/bug.php?id=107766,2022-07-05 18:52:00,2022-08-03 16:07:00,Connector / ODBC,Closed(1147 days),S1,8.0.29,Windows,Any,8.0.29 ANSI ODBC Driver: SQLColumns returns SQL_WVARCHAR instead of SQL_VARCHAR
572,107762,https://bugs.mysql.com/bug.php?id=107762,2022-07-05 16:00:00,2022-07-05 18:52:00,Connector / ODBC,Closed(1176 days),S1,8.0.29,Any (Windows),Any,MySQL ODBC 8.0.29 ANSI Driver returns nvarchar instead of varchar in SQLColumns
573,107745,https://bugs.mysql.com/bug.php?id=107745,2022-07-05 03:30:00,2023-02-13 21:24:00,Connector / ODBC,Closed(953 days),S2,"8.0.27 through latest, 8.0.32",Any,Any,ODBC Massive Performance Hit (Regression starting in 8.0.27)
574,107724,https://bugs.mysql.com/bug.php?id=107724,2022-07-01 12:59:00,2022-07-04 08:13:00,MySQL Router,Closed(1177 days),S2,8.0.30,Any,Any,MySQL Router metadata connections do not support SSL certificate authentication
575,107700,https://bugs.mysql.com/bug.php?id=107700,2022-06-29 11:18:00,2024-06-13 20:13:00,MySQL Server: InnoDB storage engine,Closed(467 days),S5,8.0.29,Any,Any,Performance of Temptable is worse than Memory in GROUP BY scenario
576,107698,https://bugs.mysql.com/bug.php?id=107698,2022-06-29 09:22:00,2022-07-13 08:56:00,Connector / ODBC,Closed(1169 days),S2,8.0.29,Windows,x86,MySQL ODBC 8.0 Unicode Driver Fails to Write 4-Byte Emoji to Database
577,107694,https://bugs.mysql.com/bug.php?id=107694,2022-06-29 03:20:00,2022-10-13 17:16:00,Connector / C++,Closed(1076 days),S2,8.0.29,Any,Any,connector xapi  execute long sql statement through mysql router will cause error
578,107693,https://bugs.mysql.com/bug.php?id=107693,2022-06-29 03:00:00,2023-02-28 20:30:00,Connector / C++,Closed(938 days),S2,8.0.29,Any,Any,connector call seeion close won't return when connect to a router
579,107692,https://bugs.mysql.com/bug.php?id=107692,2022-06-29 02:43:00,2023-08-04 10:13:00,Connector / C++,Closed(781 days),S2,8.0.33,Windows,Any,connector xapi  call mysqlx_session_close crash when network is disconnect
580,107635,https://bugs.mysql.com/bug.php?id=107635,2022-06-22 14:47:00,2022-07-20 15:43:00,MySQL Server: Group Replication,Closed(1166 days),S1,8.0.*,Any,Any,event scheduler cause error on group replication
581,107633,https://bugs.mysql.com/bug.php?id=107633,2022-06-22 12:41:00,2022-07-20 15:43:00,MySQL Server: Optimizer,Closed(1163 days),S3,8.0,Any,Any,"Contribution: Fixing a type-o, should be \""truncate\"""
582,107626,https://bugs.mysql.com/bug.php?id=107626,2022-06-21 19:19:00,2023-09-08 20:50:00,MySQL Server: Optimizer,Closed(761 days),S3,8.0.29,Any,Any,Low limit heuristic used unnecessarily with descending scans
583,107618,https://bugs.mysql.com/bug.php?id=107618,2022-06-21 06:42:00,2022-08-18 13:50:00,Connector / NET,Closed(1132 days),S3,8.0.29,Any,Any,.NET 6 - equality check on Datetime.Date throws ArgumentOutOfRangeException
584,107605,https://bugs.mysql.com/bug.php?id=107605,2022-06-20 08:00:00,2022-07-22 11:31:00,MySQL Server: Command-line Clients,Closed(1160 days),S3,mysql 8.0.29,Any,Any,Inappropriate error handling for max_allowed_packet
585,107600,https://bugs.mysql.com/bug.php?id=107600,2022-06-20 06:49:00,2022-08-16 14:36:00,Connector / NET,Closed(1134 days),S3,8.0.29,Windows,Any,mysql connection time out expired changed to system.timeoutexception
586,107592,https://bugs.mysql.com/bug.php?id=107592,2022-06-18 04:04:00,2022-07-07 22:35:00,Shell VSCode Extension,Closed(1174 days),S3,"1.3.0, 1.3.1",Linux,Any,"unable to load ""SQL Connections"" tab in github codespaces"
587,107577,https://bugs.mysql.com/bug.php?id=107577,2022-06-16 08:38:00,2023-11-30 12:30:00,Connector / J,Closed(663 days),S2,8.0.29,Any,Any,rewriteBatchedStatements not work when table column name contains 'value' string
588,107574,https://bugs.mysql.com/bug.php?id=107574,2022-06-15 21:07:00,2022-12-28 16:00:00,MySQL Server: Replication,Closed(1000 days),S2,"5.7.38, 5.7.40",Any,Any,MTR deadlocks when preserving commit order and changing read_only.
589,107568,https://bugs.mysql.com/bug.php?id=107568,2022-06-15 08:40:00,2022-08-10 20:25:00,Connector / Python,Closed(1140 days),S1,8.0.29,Windows,Any,binary data starting with 0x00 are returned as empty string
590,107564,https://bugs.mysql.com/bug.php?id=107564,2022-06-14 20:12:00,2022-07-02 18:37:00,Shell VSCode Extension,Closed(1179 days),S3,1.3.0,Windows,Any,Unable to delete or remove database connections
591,107541,https://bugs.mysql.com/bug.php?id=107541,2022-06-12 02:11:00,2022-06-16 22:11:00,Shell VSCode Extension,Closed(1195 days),S3,"1.2.2, 1.3.0",MacOS,ARM,About inserting Japanese data
592,107517,https://bugs.mysql.com/bug.php?id=107517,2022-06-08 16:14:00,2022-08-16 19:23:00,MySQL Server: InnoDB storage engine,Closed(1134 days),S2,8.0.29,Any,Any,Innodb import tablespace crash on tables with instant algorithm used
593,107502,https://bugs.mysql.com/bug.php?id=107502,2022-06-07 12:14:00,2022-07-21 12:03:00,Connector / Python,Closed(1160 days),S2,8.0.29,Ubuntu,x86,Output of SUBSTRING on LONGBLOB column truncated if starts with NULL byte
594,107501,https://bugs.mysql.com/bug.php?id=107501,2022-06-07 12:03:00,2022-07-27 13:37:00,Connector / Python,Closed(1154 days),S3,8.0.29,Ubuntu,x86,Zero-length SUBSTRING of a LONGBLOB returns a str
595,107469,https://bugs.mysql.com/bug.php?id=107469,2022-06-02 16:07:00,2022-06-06 11:54:00,MySQL Workbench: SQL Editor,Closed(1209 days),S1,8.0.29 CE build 1751076,Windows,Any,SQL Editor will not open: unknown invalid parameter / missing resource files
